"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"7544","","ASASSN-14az","356.2","-2.117556","SN IIb","0.006731","22540","2014-05-30 04:34:29.00","2456807.6906134","","Ekar","AFOSC","Unknown","Unknown","Asiago","Y","Asiago","","ASASSN-14az_2014-05-30_04-34-29_Ekar_AFOSC_Asiago.ascii","ASASSN-14az_2014-05-30_04-34-29_Ekar_AFOSC_Asiago.fits","Object","","","Air","Angstrom","1","Other","","600","0","","","","","","","3490","7996.9292988777","2.728165435156","","","Data was ingested from the &lt;a href=&#039;http://graspa.oapd.inaf.it/cgi-bin/output_class.cgi?sn=2011&#039;&gt;Asiago SN classification Program&lt;/a&gt;; Discoverer: ASAS-SN;  See also: &lt;a href=&quot;http://adsabs.harvard.edu/abs/2014AN....335..841T&quot;&gt;2014AN....335..841T&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2016-03-31 15:16:50"
"7544","","asassn-14az","356.2","-2.117556","SN IIb","0.006731","50554","2014-06-06 11:29:45.00","2456814.9789931","","Keck2","DEIMOS","Melissa Graham, Pat Kelly, Weikang Zheng, Jon Mauerhan","Melissa Graham","UCB-SNDB","Y","UCB-SNDB","","asassn-14az_2014-06-06_11-29-45_Keck2_DEIMOS_UCB-SNDB_0.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3700","10000","1.9993652808632","","2019MNRAS.482.1545S","SNR: 28.6834;","WIS_Bot1","2019-01-23 10:48:35"
