# Epoch [d], NII_percentage, NII_percentage_sig
2.200000000000000000e+02,1.407182525063594980e+00,4.445147035949916781e-01
3.570000000000000000e+02,7.275650184586103242e-01,7.107870785518068946e-01
3.960000000000000000e+02,1.101248031616601786e+00,8.977044686931954232e-01
