# Epoch [d], NII_percentage, NII_percentage_sig
1.250000000000000000e+02,7.269090994760244229e+00,2.047445981700981854e-01
1.310000000000000000e+02,6.739729834279336806e+00,3.697370153054670983e-01
1.600000000000000000e+02,4.714410010774542137e+00,8.836079981764721758e-01
1.890000000000000000e+02,4.919078842268431728e+00,9.556001963768872010e-01
1.900000000000000000e+02,3.869811900731103815e+00,4.708257753292403591e-01
