# Epoch [d], NII_percentage, NII_percentage_sig
1.510000000000000000e+02,3.916787898055305917e+00,2.267797980153604398e-01
1.610000000000000000e+02,2.701861865951938668e+00,1.941945204011260584e-01
1.870000000000000000e+02,3.166142345289666427e+00,7.003114686765440355e-01
2.260000000000000000e+02,1.836529692368106925e+00,1.664111529186694582e+00
2.770000000000000000e+02,1.314096068942755435e+00,2.489339686212512226e-01
