# Epoch [d], NII_percentage, NII_percentage_sig
1.730000000000000000e+02,6.102723832755996725e+00,8.242116946906047348e-01
1.980000000000000000e+02,6.399600311293067278e+00,1.040682700181862375e+00
3.350000000000000000e+02,1.272503197782187456e+01,5.080457473990813710e+00
