# Epoch [d], NII_percentage, NII_percentage_sig
1.740000000000000000e+02,1.089391132587063460e+01,3.859994552488826836e-01
2.620000000000000000e+02,5.802788112843789925e+00,6.624196906218412506e-01
2.750000000000000000e+02,5.095853645601381210e+00,7.528868952670660919e-01
2.920000000000000000e+02,4.715066575572382845e+00,9.195546668414286140e-01
2.990000000000000000e+02,3.675808499912919913e+00,1.378022699712555088e+00
