# Epoch [d], NII_percentage, NII_percentage_sig
1.570000000000000000e+02,3.978661112628048002e+00,2.058459854913760878e-01
2.790000000000000000e+02,6.708863195626720177e+00,1.800789012144216605e-01
3.270000000000000000e+02,8.701354646201378884e+00,6.557802561587652290e-01
3.580000000000000000e+02,1.343818337146013775e+01,1.550704472196089645e+00
