# Epoch [d], NII_percentage, NII_percentage_sig
1.780000000000000000e+02,3.960493856878736896e+00,2.363138133932494167e-01
2.020000000000000000e+02,4.969358068550024932e+00,2.502860233504302090e-01
2.880000000000000000e+02,2.049129233588738774e+00,8.843649582280291854e-01
