# Epoch [d], NII_percentage, NII_percentage_sig
1.470000000000000000e+02,4.481945543759443318e+00,2.634347318100064284e-01
1.700000000000000000e+02,2.494352682016677036e+00,2.555086563123862287e-01
1.940000000000000000e+02,3.722295684491568668e+00,4.239441908810672732e-01
