# Epoch [d], NII_percentage, NII_percentage_sig
1.650000000000000000e+02,4.026723613905377697e+00,8.387830489671720402e-01
1.710000000000000000e+02,1.979960311312527921e+00,2.889727247204099680e-01
3.490000000000000000e+02,4.740098093166830395e+00,3.075755186409493636e+00
4.330000000000000000e+02,4.210131223683491797e+00,1.631411239243687916e+00
