# Epoch [d], NII_percentage, NII_percentage_sig
1.500000000000000000e+02,5.274758976006036271e+00,7.152441437942532731e-01
2.000000000000000000e+02,6.217524754667157261e+00,5.248544289034569044e-01
2.500000000000000000e+02,8.726111318855176435e+00,6.910930613645015486e-01
3.000000000000000000e+02,1.116245690999698503e+01,5.317590045650220087e-01
3.500000000000000000e+02,1.289396244687234727e+01,5.162688293369857018e-01
4.000000000000000000e+02,1.397530428304147598e+01,6.019871819920258327e-01
