# Wavelength [Å], Flux [10**-15 erg s-1 cm-2]
7.288040285908157784e+03,5.582191620233012050e-18
7.291317449216329805e+03,5.966309512206067481e-18
7.294594612524510012e+03,6.029954501939985523e-18
7.297871775832681124e+03,5.700708513491735257e-18
7.301148939140852235e+03,5.425331460184766431e-18
7.304426102449022437e+03,5.093496905777975672e-18
7.307703265757193549e+03,5.715097890797727526e-18
7.310980429065364660e+03,6.248448998772050725e-18
7.314257592373536681e+03,6.214719628856622712e-18
7.317534755681706883e+03,6.594396100087710118e-18
7.320811918989887999e+03,6.504185923790225183e-18
7.324089082298059111e+03,6.389125646631606956e-18
7.327366245606230223e+03,6.099056912923781804e-18
7.330643408914400425e+03,6.090341501608944621e-18
7.333920572222571536e+03,6.091166840649703023e-18
7.337197735530743557e+03,5.628243387242140603e-18
7.340474898838913759e+03,5.960306308733161326e-18
7.343752062147084871e+03,5.882491400825224750e-18
7.347029225455255983e+03,6.103135225114437142e-18
7.350306388763427094e+03,5.422900874516846584e-18
7.353583552071607301e+03,5.418754458924897703e-18
7.356860715379778412e+03,5.387358880445391442e-18
7.360137878687949524e+03,5.763377012523807193e-18
7.363415041996121545e+03,5.375579739613247559e-18
7.366692205304291747e+03,5.515328428956890349e-18
7.369969368612462858e+03,5.392895688778564515e-18
7.373246531920633970e+03,4.225835847939722370e-18
7.376523695228805082e+03,4.028152009806280035e-18
7.379800858536975284e+03,4.625611153438723391e-18
7.383078021845156400e+03,4.252607705740058036e-18
7.386355185153328421e+03,4.003915160002323494e-18
7.389632348461498623e+03,3.830264055594536455e-18
7.392909511769669734e+03,3.655357703798681710e-18
7.396186675077840846e+03,3.676073523186214234e-18
7.399463838386011957e+03,3.294001471757238077e-18
7.402741001694182160e+03,3.087651239629662717e-18
7.406018165002353271e+03,3.316117741641890656e-18
7.409295328310525292e+03,3.274776222159115849e-18
7.412572491618706408e+03,2.937654581566342170e-18
7.415849654926876610e+03,3.295755757968827360e-18
7.419126818235047722e+03,2.781464311377683953e-18
7.422403981543218833e+03,2.815912269420097998e-18
7.425681144851389945e+03,3.360172129299004943e-18
7.428958308159560147e+03,2.773695146057442004e-18
7.432235471467731259e+03,2.441793422179489995e-18
7.435512634775913284e+03,2.782813377117080566e-18
7.438789798084083486e+03,2.551835572350948165e-18
7.442066961392254598e+03,1.986874834791596664e-18
7.445344124700425709e+03,2.757923910617625186e-18
7.448621288008596821e+03,3.580234556972546588e-18
7.451898451316767023e+03,2.498072737756878400e-18
7.455175614624938135e+03,1.569622272842818388e-18
7.458452777933110156e+03,1.445252128355480139e-18
7.461729941241281267e+03,1.447158265611968555e-18
7.465007104549451469e+03,1.449525555648416796e-18
7.468284267857632585e+03,6.517674634538735099e-19
7.471561431165803697e+03,2.548416760905462237e-19
7.474838594473974808e+03,7.446699458041816065e-19
7.478115757782145010e+03,1.073960744921755227e-18
7.481392921090317031e+03,1.551116776677442793e-18
7.484670084398488143e+03,1.345021454783683781e-18
7.487947247706658345e+03,1.114170991522885607e-18
7.491224411014829457e+03,1.388325483032324184e-18
7.494501574323000568e+03,1.614303117477294687e-18
7.497778737631171680e+03,1.259158615090512258e-18
7.501055900939351886e+03,6.042537671273973393e-19
7.504333064247522998e+03,7.089359732096520385e-19
7.507610227555695019e+03,1.125411962024448177e-18
7.510887390863866131e+03,3.338397140390094579e-19
7.514164554172036333e+03,2.246614660354489579e-19
7.517441717480207444e+03,8.397139497061018732e-20
7.520718880788378556e+03,3.403277447263883538e-19
7.523996044096549667e+03,3.808391951061529476e-19
7.527273207404729874e+03,2.227073897900628633e-19
7.530550370712901895e+03,7.967314145271264124e-19
7.533827534021073006e+03,3.272069085926679416e-19
7.537104697329243209e+03,4.869171073812548717e-19
7.540381860637414320e+03,2.706212954473368834e-19
7.543659023945585432e+03,2.729472781149738250e-19
7.546936187253756543e+03,2.834824832584191753e-19
7.550213350561926745e+03,1.558504558310390261e-20
7.553490513870098766e+03,-4.003276804276821158e-19
7.556767677178269878e+03,4.456435354881935325e-20
7.560044840486450994e+03,-5.383469461002548753e-20
7.563322003794621196e+03,5.175958779969662944e-19
7.566599167102792308e+03,6.909774764607394015e-19
7.569876330410963419e+03,2.915481563433213309e-20
7.573153493719134531e+03,-1.232023113225233345e-20
7.576430657027304733e+03,2.357003378825580329e-19
7.579707820335476754e+03,4.170956668175191831e-19
7.582984983643647865e+03,3.538647705288496130e-19
7.586262146951818977e+03,2.985462192035427404e-19
7.589539310259999183e+03,4.227446727868962917e-19
7.592816473568170295e+03,8.466783137358687005e-20
7.596093636876341407e+03,-1.235296594642983528e-19
7.599370800184511609e+03,4.418471568314013438e-19
7.602647963492683630e+03,4.797409654738308256e-19
7.605925126800854741e+03,2.633032641643663972e-19
7.609202290109025853e+03,5.087949577668695381e-19
7.612479453417196055e+03,4.937601653532882271e-19
7.615756616725367167e+03,3.965952747408017883e-19
7.619033780033548283e+03,8.357019298631676278e-20
7.622310943341719394e+03,1.859085683990550423e-19
7.625588106649889596e+03,3.953673432392511660e-19
7.628865269958061617e+03,3.539951166599105265e-19
7.632142433266232729e+03,1.833105551414141045e-19
7.635419596574403840e+03,7.243105501347652735e-19
7.638696759882574042e+03,3.787341307911129401e-19
7.641973923190745154e+03,1.118835573945579447e-18
7.645251086498926270e+03,7.553046114901867242e-19
7.648528249807096472e+03,5.587248184025723574e-19
7.651805413115268493e+03,9.306206056751800589e-19
7.655082576423439605e+03,-2.252911341689963766e-19
7.658359739731610716e+03,3.943981552861641525e-19
7.661636903039780918e+03,7.969297529211157152e-19
7.664914066347952030e+03,7.255367448897962073e-19
7.668191229656123141e+03,8.695915762447558809e-19
7.671468392964294253e+03,1.158555075016135323e-18
7.674745556272465365e+03,1.449747876476413087e-18
7.678022719580636476e+03,6.058242641706824470e-19
7.681299882888817592e+03,5.392834260761595161e-19
7.684577046196987794e+03,-2.934970115963896299e-20
7.687854209505158906e+03,2.310542711866492904e-19
7.691131372813330017e+03,5.829467061215909384e-19
7.694408536121501129e+03,3.042656989757071971e-19
7.697685699429671331e+03,5.429533925361045920e-19
7.700962862737843352e+03,7.225311319374286801e-19
7.704240026046014464e+03,6.921531993760134787e-19
7.707517189354195580e+03,4.313915385262665266e-19
7.710794352662365782e+03,5.967096228930489065e-19
7.714071515970536893e+03,1.683757487522112700e-18
7.717348679278708005e+03,1.527601060960250618e-18
7.720625842586879116e+03,2.617611099762375603e-20
7.723903005895050228e+03,3.015115364350376575e-19
7.727180169203221340e+03,1.430729319161810948e-19
7.730457332511392451e+03,5.114188166756871872e-19
7.733734495819563563e+03,2.813613851799306459e-19
7.737011659127743769e+03,6.911767129283946649e-19
7.740288822435914881e+03,1.408072320385262344e-18
7.743565985744085992e+03,1.989710205928626820e-18
7.746843149052257104e+03,-2.371179961814931238e-19
7.750120312360428215e+03,1.115176165167342061e-19
7.753397475668599327e+03,-4.626080487815512790e-19
7.756674638976770439e+03,5.433853461877770402e-19
7.759951802284940641e+03,4.922152511265092972e-19
7.763228965593111752e+03,2.335212215165133282e-19
7.766506128901282864e+03,4.170527699052669238e-19
7.769783292209463980e+03,6.596404969942537206e-19
7.773060455517635091e+03,1.228552805842637747e-18
7.776337618825806203e+03,5.454421459841839171e-19
7.779614782133977315e+03,4.892012577378570121e-19
7.782891945442148426e+03,8.212288003743010659e-19
7.786169108750318628e+03,2.042314044037625983e-19
7.789446272058489740e+03,2.153921082658496275e-19
7.792723435366660851e+03,1.952553326702081309e-19
7.796000598674832872e+03,-3.703984556909945407e-19
7.799277761983013079e+03,6.679765952554185918e-19
7.802554925291184190e+03,1.156846914756348723e-18
7.805832088599355302e+03,1.702067271626076805e-19
7.809109251907525504e+03,1.021163960259226438e-18
7.812386415215696616e+03,1.350390127822107287e-18
7.815663578523867727e+03,-2.127109715712369585e-20
7.818940741832039748e+03,3.518751817703612182e-19
7.822217905140209950e+03,9.932820175752272703e-19
7.825495068448391066e+03,7.464926798081593268e-20
7.828772231756562178e+03,5.999229164253157671e-19
7.832049395064733289e+03,5.624775525913809307e-19
7.835326558372903492e+03,1.763128132071587799e-18
7.838603721681074603e+03,-7.162803186520603972e-19
7.841880884989245715e+03,6.500138810554050264e-20
7.845158048297416826e+03,1.134660300796725233e-18
7.848435211605587938e+03,7.535584643768703052e-19
7.851712374913759049e+03,1.194652566541898364e-18
7.854989538221940165e+03,1.493583334216190027e-18
7.858266701530110367e+03,8.111734326294766979e-19
7.861543864838281479e+03,2.979073694826670402e-19
7.864821028146452591e+03,-1.438676297227429955e-19
7.868098191454624612e+03,2.789814653985770828e-19
7.871375354762794814e+03,7.628233090896345893e-19
7.874652518070965925e+03,1.207261264275549501e-18
7.877929681379137037e+03,8.756879568611673718e-19
7.881206844687308148e+03,2.252569304678030256e-19
7.884484007995478350e+03,1.370888718872060654e-18
7.887761171303659467e+03,1.139825351027566943e-18
7.891038334611830578e+03,1.285428795906464554e-18
7.894315497920001690e+03,1.375577398821862046e-18
7.897592661228172801e+03,4.036846387011896175e-19
7.900869824536343913e+03,7.658779402500248605e-19
7.904146987844515024e+03,2.414004991871316256e-19
7.907424151152685226e+03,-2.014121972304651388e-19
7.910701314460856338e+03,7.101594434895088984e-19
7.913978477769027450e+03,1.499455184179052179e-18
7.917255641077209475e+03,9.458470697114727362e-19
7.920532804385379677e+03,1.512574028690091821e-18
7.923809967693550789e+03,8.065370414358589446e-19
7.927087131001721900e+03,5.835827578593201494e-19
7.930364294309893012e+03,2.121601030207806957e-19
7.933641457618063214e+03,1.375528153637444152e-18
7.936918620926234325e+03,1.359423526117597799e-19
7.940195784234406347e+03,-4.619446326477689371e-20
7.943472947542577458e+03,9.252371856004165296e-19
7.946750110850757665e+03,1.087832048409878179e-18
7.950027274158928776e+03,6.816305602936940444e-19
7.953304437467099888e+03,-3.235647182024155945e-19
7.956581600775270090e+03,2.390993120460077000e-19
7.959858764083441201e+03,3.838850887375632113e-19
7.963135927391612313e+03,4.250818004656239666e-19
7.966413090699784334e+03,7.050675337696046082e-19
7.969690254007954536e+03,3.984331583584602201e-19
7.972967417316125648e+03,6.358009740054314847e-19
7.976244580624306764e+03,4.461253558654946677e-19
7.979521743932477875e+03,2.890751014903031954e-19
7.982798907240648077e+03,2.920110734579978459e-20
7.986076070548819189e+03,-1.622327289903416004e-19
7.989353233856991210e+03,-1.389431476619159996e-19
7.992630397165162321e+03,-6.180367528336145393e-20
7.995907560473332524e+03,5.957052890608363504e-19
7.999184723781503635e+03,8.791706957258388753e-19
8.002461887089674747e+03,4.946683386605936246e-19
8.005739050397854953e+03,1.933689554519174489e-19
8.009016213706026065e+03,3.551791493794357949e-19
8.012293377014198086e+03,9.029088482410869124e-19
8.015570540322369197e+03,9.335803602898047995e-19
8.018847703630539399e+03,4.657967474176508323e-19
8.022124866938710511e+03,6.264845612712943709e-19
8.025402030246881623e+03,1.582956859069229606e-19
8.028679193555052734e+03,5.340520846577774054e-20
8.031956356863222936e+03,1.184631134265450841e-19
8.035233520171394048e+03,7.826902704302678362e-20
8.038510683479576073e+03,1.005524374803176707e-18
8.041787846787746275e+03,5.389164568708828607e-19
8.045065010095917387e+03,-1.076547233505745859e-20
8.048342173404088499e+03,1.026948480205367445e-19
8.051619336712259610e+03,1.512528904033600086e-19
8.054896500020429812e+03,5.220868009219834276e-19
8.058173663328600924e+03,3.973056467836727284e-19
8.061450826636772945e+03,4.306652913965034515e-19
8.064727989944944056e+03,5.969717172748678254e-19
8.068005153253124263e+03,6.705364749184090405e-19
8.071282316561295374e+03,4.299575141827296968e-19
8.074559479869466486e+03,3.666959753163076199e-19
8.077836643177637598e+03,5.590984948491853310e-19
8.081113806485807800e+03,3.421352733217042794e-19
8.084390969793979821e+03,2.556329716248017775e-19
8.087668133102150932e+03,4.775790784123099369e-19
8.090945296410322044e+03,2.601396081949552412e-19
8.094222459718502250e+03,6.791741883324925602e-20
8.097499623026673362e+03,2.850797218814404291e-19
8.100776786334844473e+03,5.186430960340715255e-19
8.104053949643014676e+03,6.516488898333076914e-19
8.107331112951185787e+03,5.406393904458254334e-19
8.110608276259357808e+03,1.943849404693702970e-19
8.113885439567528920e+03,-1.473471573096676928e-19
8.117162602875699122e+03,5.016046747397057168e-19
8.120439766183870233e+03,2.074683277745195191e-19
8.123716929492052259e+03,-1.111610815188640371e-19
8.126994092800223370e+03,6.236127309767000001e-19
8.130271256108393573e+03,8.703225829967954881e-19
8.133548419416564684e+03,8.117268411195186827e-19
8.136825582724735796e+03,8.770530342653924980e-19
8.140102746032906907e+03,1.479979533393030300e-19
8.143379909341077109e+03,3.474496678162176871e-19
8.146657072649248221e+03,4.615085626991970747e-19
8.149934235957419332e+03,6.860248512457193960e-20
8.153211399265590444e+03,3.798596468706214073e-19
8.156488562573771560e+03,5.454289515906954385e-19
8.159765725881942672e+03,5.709047869005850564e-19
8.163042889190113783e+03,4.921567736406266469e-19
8.166320052498283985e+03,3.445240041671580777e-19
8.169597215806455097e+03,1.453545654268140917e-19
8.172874379114626208e+03,6.762090596938379466e-19
8.176151542422797320e+03,7.044983941293642796e-19
8.179428705730967522e+03,5.991179590058924483e-19
8.182705869039149547e+03,6.762187576858049755e-19
8.185983032347320659e+03,2.821110354653899344e-19
8.189260195655491771e+03,2.713575732494101116e-19
8.192537358963661973e+03,7.932381876574897292e-19
8.195814522271832175e+03,1.106335042218993145e-18
8.199091685580004196e+03,7.548100781817189613e-19
8.202368848888174398e+03,9.249736691459341684e-19
8.205646012196346419e+03,8.114763236709159749e-19
8.208923175504516621e+03,-2.685694515227097956e-19
8.212200338812697737e+03,-3.191498457352571394e-19
8.215477502120869758e+03,1.931116366108062020e-19
8.218754665429039960e+03,-4.324714747242290777e-20
8.222031828737210162e+03,4.186638988596337744e-19
8.225308992045382183e+03,-8.359448503682221665e-19
8.228586155353552385e+03,-4.474679170525594966e-19
8.231863318661724406e+03,5.565689784177310097e-19
8.235140481969894608e+03,2.609086531437744394e-19
8.238417645278064811e+03,9.518318899868009064e-19
8.241694808586238651e+03,6.921744671004992202e-19
8.244971971894417948e+03,7.616809518703119541e-19
8.248249135202588150e+03,7.138501053745790551e-19
8.251526298510760171e+03,4.285177458215946193e-19
8.254803461818930373e+03,5.422062321045808022e-19
8.258080625127100575e+03,8.235965914831257300e-19
8.261357788435272596e+03,2.568776080547083693e-18
8.264634951743442798e+03,1.382839051348003545e-18
8.267912115051616638e+03,1.007822208750270156e-18
8.271189278359795935e+03,1.655439094632784933e-20
8.274466441667966137e+03,-1.392569250260321593e-18
8.277743604976138158e+03,-1.398403363927343798e-19
8.281020768284308360e+03,1.857936701106282957e-18
8.284297931592478562e+03,1.969744073488469339e-18
8.287575094900650583e+03,3.372444917520644345e-19
8.290852258208822605e+03,2.994972695699167660e-19
8.294129421516994626e+03,6.650964109297333946e-19
8.297406584825164828e+03,5.869409970721306625e-19
8.300683748133344125e+03,5.091927027228094735e-19
8.303960911441516146e+03,2.090544966274925193e-19
8.307238074749686348e+03,-2.810451283795138800e-19
8.310515238057856550e+03,1.207859631272243275e-18
8.313792401366030390e+03,1.642518806292011427e-18
8.317069564674200592e+03,2.398146090875090951e-18
8.320346727982370794e+03,1.203193573297929268e-18
8.323623891290542815e+03,6.680057035357567173e-19
8.326901054598713017e+03,6.887346215451266472e-19
8.330178217906894133e+03,1.388223185158030863e-18
8.333455381215064335e+03,1.312995510969603681e-18
8.336732544523234537e+03,6.378064011176570743e-19
8.340009707831408377e+03,6.574685578169861740e-19
8.343286871139578579e+03,1.646556614233950841e-19
8.346564034447748782e+03,1.398730278670814665e-18
8.349841197755920803e+03,1.875165818394322922e-18
8.353118361064091005e+03,3.407580376251845339e-19
8.356395524372261207e+03,4.573513190563981961e-19
8.359672687680442323e+03,3.973854748080296888e-20
8.362949850988614344e+03,-3.594682539812309006e-19
8.366227014296786365e+03,2.448858696729401775e-19
8.369504177604956567e+03,7.883174139519854793e-19
8.372781340913126769e+03,1.128663479918988597e-18
8.376058504221298790e+03,7.971182561548561277e-19
8.379335667529468992e+03,1.460996482273366527e-18
8.382612830837639194e+03,1.195722318254225608e-18
8.385889994145811215e+03,-9.385028237392779595e-19
8.389167157453981417e+03,-1.232846983178806217e-18
8.392444320762162533e+03,-5.084320449295851865e-19
8.395721484070334554e+03,4.750167062417741566e-19
8.398998647378504756e+03,-1.920521132919022578e-20
8.402275810686676778e+03,4.463839473513455713e-19
8.405552973994846980e+03,1.732838124547515094e-19
8.408830137303017182e+03,8.916110006808762865e-19
8.412107300611189203e+03,1.795488029505233923e-18
8.415384463919359405e+03,5.521516180706382600e-19
8.418661627227529607e+03,2.625730966865128060e-19
8.421938790535712542e+03,1.508171758841505182e-18
8.425215953843882744e+03,5.383818627791836676e-19
8.428493117152054765e+03,6.896181156774125411e-19
8.431770280460224967e+03,3.381355759022036933e-19
8.435047443768395169e+03,1.158952156217518672e-18
8.438324607076567190e+03,7.243975828052928053e-19
8.441601770384737392e+03,2.468818920942795492e-19
8.444878933692907594e+03,4.545447592539830095e-19
8.448156097001090529e+03,1.856392296867902349e-19
8.451433260309249818e+03,1.065856555609110643e-18
8.454710423617430934e+03,7.833218111002388788e-19
8.457987586925602955e+03,4.188532588428765651e-19
8.461264750233773157e+03,6.258261424943993232e-19
8.464541913541945178e+03,4.927133162129990268e-19
8.467819076850115380e+03,2.494590697151467928e-19
8.471096240158285582e+03,4.986654181852419727e-19
8.474373403466457603e+03,1.036656573891923732e-18
8.477650566774627805e+03,6.207987785334938878e-19
8.480927730082798007e+03,-3.432021071683272955e-20
8.484204893390980942e+03,3.694101577276354547e-19
8.487482056699151144e+03,7.639385548635796151e-19
8.490759220007323165e+03,4.830553339410833165e-19
8.494036383315493367e+03,3.423521934975256259e-19
8.497313546623663569e+03,3.821906212111832891e-19
8.500590709931835590e+03,4.658887907260614302e-19
8.503867873240005792e+03,4.547529369725018841e-19
8.507145036548186908e+03,2.079735778968026426e-19
8.510422199856349835e+03,5.756336878323997784e-19
8.513699363164529132e+03,-2.087450940997903420e-19
8.516976526472699334e+03,6.586740779048829386e-19
8.520253689780871355e+03,1.856168114876042014e-18
8.523530853089041557e+03,1.650139916033460270e-18
8.526808016397213578e+03,1.074444984671306738e-18
8.530085179705383780e+03,1.193379512257428149e-18
8.533362343013564896e+03,1.187919438412023449e-18
8.536639506321727822e+03,1.026321973565567975e-18
8.539916669629898024e+03,2.123695116953795937e-18
8.543193832938077321e+03,1.846685397756908765e-18
8.546470996246249342e+03,1.131919159131374410e-18
8.549748159554419544e+03,1.049185325202956250e-19
8.553025322862589746e+03,9.175386926232602468e-19
8.556302486170763586e+03,1.158616079763723538e-18
8.559579649478933788e+03,4.883054008984031938e-19
8.562856812787114904e+03,1.087835573587980605e-18
8.566133976095276012e+03,2.122336864583759823e-18
8.569411139403455309e+03,2.675994882747275311e-18
8.572688302711627330e+03,2.030348008552544857e-18
8.575965466019797532e+03,4.687151787788266078e-19
8.579242629327969553e+03,3.889818895872789653e-19
8.582519792636141574e+03,1.192455237016162144e-18
8.585796955944311776e+03,1.739597520862551178e-19
8.589074119252483797e+03,-4.005017163502197271e-19
8.592351282560653999e+03,6.416805997362235152e-19
8.595628445868833296e+03,5.065622558935581587e-19
8.598905609177005317e+03,1.045682551334575886e-18
8.602182772485175519e+03,1.423372003064900132e-18
8.605459935793347540e+03,5.314885673707060279e-19
8.608737099101519561e+03,8.499924608900925726e-19
8.612014262409689763e+03,1.024817753680411035e-18
8.615291425717859966e+03,1.140759781015799762e-18
8.618568589026031987e+03,1.473450482919909155e-18
8.621845752334202189e+03,1.076896503211071026e-18
8.625122915642374210e+03,5.179442063238564601e-19
8.628400078950555326e+03,8.848901547848937140e-19
8.631677242258725528e+03,8.253793422736958087e-19
8.634954405566897549e+03,8.308737743988067736e-19
8.638231568875067751e+03,8.882713217245158820e-19
8.641508732183237953e+03,1.107408912316174839e-18
8.644785895491409974e+03,1.345550347677756082e-18
8.648063058799580176e+03,2.706732414553497149e-18
8.651340222107752197e+03,2.086262414522879196e-18
8.654617385415922399e+03,2.337931328411141806e-18
8.657894548724092601e+03,2.324359218710515120e-18
8.661171712032275536e+03,1.973040279870552722e-18
8.664448875340445738e+03,1.849481780693101512e-18
8.667726038648615940e+03,1.618819196562187540e-18
8.671003201956787962e+03,2.185578443485570498e-18
8.674280365264958164e+03,1.851935406635384209e-18
8.677557528573128366e+03,1.016403561434377505e-18
8.680834691881300387e+03,8.999962448480021291e-19
8.684111855189470589e+03,9.259613573172458145e-21
8.687389018497653524e+03,9.531489356169782801e-19
8.690666181805823726e+03,3.795183404442016797e-18
8.693943345113993928e+03,2.643235191919114805e-18
8.697220508422165949e+03,2.332790234086371903e-18
8.700497671730336151e+03,1.242024231525064341e-18
8.703774835038506353e+03,2.186575752269999135e-18
8.707051998346678374e+03,1.209685108506140614e-18
8.710329161654848576e+03,2.161289310318216548e-18
8.713606324963018778e+03,3.020178801496004706e-18
8.716883488271201713e+03,2.400061248479306214e-18
8.720160651579371915e+03,2.525471606530690008e-18
8.723437814887543936e+03,2.028516462215601108e-18
8.726714978195714139e+03,1.850390736313949388e-18
8.729992141503884341e+03,1.733178471412505719e-18
8.733269304812056362e+03,2.069310474734763631e-18
8.736546468120226564e+03,3.238899455202455816e-18
8.739823631428396766e+03,5.889929225130012611e-18
8.743100794736568787e+03,4.676985015936601365e-18
8.746377958044749903e+03,7.049280144817390219e-19
8.749655121352920105e+03,-1.044303750634571769e-18
8.752932284661092126e+03,9.126611850862723887e-19
8.756209447969262328e+03,2.530538441675900058e-18
8.759486611277434349e+03,1.279247611606750901e-18
8.762763774585604551e+03,1.880844082044942782e-18
8.766040937893774753e+03,1.591945061207940048e-18
8.769318101201946774e+03,1.170746831028559471e-18
8.772595264510118795e+03,2.297206523682174353e-18
8.775872427818298092e+03,1.981118273299464191e-18
8.779149591126470114e+03,1.430317066382827550e-18
8.782426754434640316e+03,1.360331173879034846e-18
8.785703917742812337e+03,1.504841577452883020e-18
8.788981081050982539e+03,1.053429424143939391e-18
8.792258244359152741e+03,8.789318011714254318e-19
8.795535407667326581e+03,1.642118595072489133e-18
8.798812570975496783e+03,2.414777567357447158e-18
8.802089734283666985e+03,1.514795402943070049e-18
8.805366897591848101e+03,5.295701956827363718e-19
8.808644060900018303e+03,1.292068949809887166e-18
8.811921224208188505e+03,2.343020209056642897e-18
8.815198387516360526e+03,2.484861648085166809e-18
8.818475550824530728e+03,9.036653476385813773e-19
8.821752714132704568e+03,1.154120378212382158e-18
8.825029877440874770e+03,6.689737508659953347e-19
8.828307040749044972e+03,9.863167194697968419e-19
8.831584204057226088e+03,1.829898804396174523e-18
8.834861367365396291e+03,-4.296385828387490505e-19
8.838138530673566493e+03,1.308233410295636765e-18
8.841415693981738514e+03,9.678591762948109875e-19
8.844692857289910535e+03,1.119236065243227784e-18
8.847970020598082556e+03,5.311838170808734062e-19
8.851247183906252758e+03,4.784556674499190759e-19
8.854524347214422960e+03,1.876259371615083925e-18
8.857801510522594981e+03,2.061909674318075168e-19
8.861078673830765183e+03,3.628077665498535586e-19
8.864355837138944480e+03,9.303291977527601604e-19
8.867633000447116501e+03,2.794548265361406341e-18
8.870910163755288522e+03,2.753193287934326763e-18
8.874187327063458724e+03,4.674237244906284744e-19
8.877464490371630745e+03,-3.154975280848854454e-19
8.880741653679800947e+03,-3.583395648518764064e-20
8.884018816987972968e+03,7.828623064920536385e-19
8.887295980296143171e+03,8.558153856249056141e-19
8.890573143604313373e+03,4.871146418615434124e-19
8.893850306912496308e+03,-1.941055966336883871e-19
8.897127470220655596e+03,1.312357806637599569e-18
8.900404633528836712e+03,1.111055077570141319e-18
8.903681796837008733e+03,1.513651332370671236e-19
8.906958960145178935e+03,1.498519232631563939e-19
8.910236123453349137e+03,7.113359249550884200e-19
8.913513286761521158e+03,1.381048501422532322e-18
8.916790450069691360e+03,8.221780696404778736e-19
8.920067613377863381e+03,2.532905746388864218e-19
8.923344776686044497e+03,4.783448314278471611e-19
8.926621939994203785e+03,4.197775317204193794e-19
8.929899103302386720e+03,1.314951021978746446e-19
8.933176266610556922e+03,-2.706856007010040376e-19
8.936453429918727124e+03,3.247807859292797320e-19
8.939730593226899146e+03,3.723911990355050301e-19
8.943007756535069348e+03,1.234416831948268254e-19
8.946284919843241369e+03,6.558029112684094119e-19
8.949562083151411571e+03,6.866900181000383407e-19
8.952839246459592687e+03,1.980203766981615213e-19
8.956116409767764708e+03,8.552122554398831827e-19
8.959393573075934910e+03,4.039040001932356737e-19
8.962670736384105112e+03,1.775607428065569463e-19
8.965947899692277133e+03,2.078814875122987165e-19
8.969225063000447335e+03,2.647618307374608526e-19
8.972502226308617537e+03,2.234787934138896103e-19
8.975779389616789558e+03,6.000556160934019497e-19
8.979056552924959760e+03,5.921230179334676535e-19
8.982333716233142695e+03,-2.065089600869448791e-19
8.985610879541312897e+03,-2.489410424154521064e-19
8.988888042849483099e+03,-6.275454118682510334e-20
8.992165206157655120e+03,-2.642459728590774178e-19
8.995442369465825323e+03,5.306726717135642307e-20
8.998719532773995525e+03,6.403608261741733292e-19
9.001996696082167546e+03,1.158487908958601170e-19
9.005273859390337748e+03,-6.133216049196850756e-19
9.008551022698509769e+03,-2.659151270540568444e-20
9.011828186006690885e+03,6.570092330562049713e-19
9.015105349314851992e+03,7.443603779837370008e-19
9.018382512623033108e+03,7.066877622743462292e-19
9.021659675931203310e+03,4.783568113659083398e-19
9.024936839239373512e+03,1.139014145694982385e-20
9.028214002547545533e+03,-1.474026432420852870e-19
9.031491165855715735e+03,-4.478750680368487590e-19
9.034768329163885937e+03,-2.940341788431953224e-19
9.038045492472059777e+03,2.979047104866375555e-19
9.041322655780229979e+03,1.957879944329300222e-19
9.044599819088402000e+03,4.323967450840019988e-19
9.047876982396581298e+03,1.454786566319562107e-18
9.051154145704751500e+03,8.682775713630029829e-19
9.054431309012923521e+03,5.369806347130417520e-19
9.057708472321093723e+03,6.366867146205947638e-19
9.060985635629265744e+03,8.564550191982712890e-19
9.064262798937437765e+03,6.273432768964783413e-19
9.067539962245607967e+03,6.373896134873720705e-19
9.070817125553787264e+03,4.529820853061323878e-19
9.074094288861959285e+03,-3.721019823137382295e-19
9.077371452170129487e+03,-8.214449054024234624e-19
9.080648615478301508e+03,-8.284462559785720612e-20
9.083925778786471710e+03,1.472774489289566495e-19
9.087202942094643731e+03,1.283233323094358960e-19
9.090480105402815752e+03,2.471821887087391058e-19
9.093757268710985954e+03,5.550529796509770034e-19
9.097034432019156156e+03,5.993540191343783163e-19
9.100311595327328178e+03,4.994775406932742416e-20
9.103588758635507475e+03,1.628760190547478044e-19
9.106865921943677677e+03,6.129007964328511666e-19
9.110143085251851517e+03,8.901412563300786264e-19
9.113420248560021719e+03,5.914687462438860180e-19
9.116697411868193740e+03,4.449871870343356932e-19
9.119974575176363942e+03,1.862111229837015507e-19
9.123251738484534144e+03,5.776591168667143924e-19
9.126528901792706165e+03,1.694474162910681445e-18
9.129806065100876367e+03,2.079427873953564410e-18
9.133083228409055664e+03,7.548540731589910159e-19
9.136360391717229504e+03,7.184873629996270732e-19
9.139637555025399706e+03,4.276800756892235031e-19
9.142914718333571727e+03,2.775417341226516430e-19
9.146191881641741929e+03,2.040439765955785696e-19
9.149469044949912131e+03,3.585136095559147182e-19
9.152746208258084152e+03,5.335638549111398493e-19
9.156023371566254355e+03,9.865169180471523218e-19
9.159300534874424557e+03,9.051344236280900838e-19
9.162577698182607492e+03,2.605727104349869907e-19
9.165854861490777694e+03,4.091839447279399700e-19
9.169132024798947896e+03,-1.081833039713409584e-19
9.172409188107119917e+03,-3.399392068954208873e-20
9.175686351415290119e+03,9.188725616545383136e-19
9.178963514723462140e+03,6.233799108227826793e-19
9.182240678031632342e+03,-4.144281296351999981e-19
