  1  1.375E+00 -1.124E+05  2.114E+06  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  2  1.383E+00 -1.526E+07  1.731E+06  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  3  1.391E+00 -2.365E+07  1.435E+06  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  4  1.399E+00 -3.351E+07  1.207E+06  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  5  1.407E+00 -3.724E+07  1.026E+06  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  6  1.415E+00 -4.359E+07  8.818E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  7  1.423E+00 -5.347E+07  7.633E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  8  1.430E+00 -6.065E+07  6.659E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  9  1.438E+00 -6.571E+07  5.841E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 10  1.446E+00 -6.977E+07  5.156E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 11  1.454E+00 -7.297E+07  4.571E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 12  1.462E+00 -7.613E+07  4.072E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 13  1.470E+00 -7.912E+07  3.638E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 14  1.478E+00 -8.186E+07  3.264E+05  1.316E-12  1.901E-11  1.448E-05  1.015E-22  4.001E-01  0.000E+00  3.639E-05  4.291E-08  5.639E-04  2.148E-05  5.261E-01  4.861E-04  0.000E+00  5.741E-02  4.575E-04  1.321E-02  0.000E+00  3.165E-04  1.282E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
