# Epoch [d], NII_percentage, NII_percentage_sig
1.470000000000000000e+02,6.694341459771481873e+00,4.683401902496799885e-01
1.580000000000000000e+02,6.096178858646492671e+00,5.349966675178391418e-01
3.680000000000000000e+02,1.715232823194960954e+00,2.308911900757764979e+00
