# Epoch [d], NII_percentage, NII_percentage_sig
2.900000000000000000e+02,3.259126032909033466e+00,8.079370683899620431e-01
3.710000000000000000e+02,3.376850027334531656e+00,1.648012425492846988e+00
3.730000000000000000e+02,4.022791473869827605e+00,2.070154370566522850e+00
