# Epoch [d], NII_percentage, NII_percentage_sig
2.190000000000000000e+02,1.136080454285986541e+01,1.132845048677666000e+00
2.480000000000000000e+02,1.280988115727027576e+01,1.091768716043518328e+00
2.880000000000000000e+02,1.608542150558282913e+01,6.165107209423130730e-01
