"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"11790","2015Q","PSN 1147+5558","176.896","55.9707","SN Ib","0.00792","50594","2015-06-22 05:15:21.00","2457195.7189931","","Lick-3m","KAST","Isaac Shivvers","Isaac Shivvers","UCB-SNDB","Y","UCB-SNDB","","SN_2015Q_2015-06-22_05-15-21_Lick-3m_KAST_UCB-SNDB_0.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3440","10860","2.0362239297475","","2019MNRAS.482.1545S","SNR: 40.3819;","WIS_Bot1","2019-01-23 10:48:35"
"11790","2015Q","PSN 1147+5558","176.896","55.9707","SN Ib","0.00792","50593","2015-06-23 05:25:26.00","2457196.7259954","","Lick-3m","KAST","Isaac Shivvers","Isaac Shivvers","UCB-SNDB","Y","UCB-SNDB","","SN_2015Q_2015-06-23_05-25-26_Lick-3m_KAST_UCB-SNDB_0.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3450","10860","2.0103092783505","","2019MNRAS.482.1545S","SNR: 28.787;","WIS_Bot1","2019-01-23 10:48:35"
