WAVE,FLUX,ERR,SKYBACK
6419.679,5.8484973E-16,8.0697706E-18,1.09796374E-16
6423.895,5.876566E-16,8.090911E-18,1.1286467E-16
6428.1104,5.899611E-16,8.080571E-18,1.0896544E-16
6432.326,5.8663056E-16,8.061525E-18,1.1007016E-16
6436.5415,6.003759E-16,8.121209E-18,1.1047836E-16
6440.757,6.024297E-16,8.1480665E-18,1.1583419E-16
6444.9727,6.051854E-16,8.139741E-18,1.1239233E-16
6449.188,6.0721526E-16,8.168774E-18,1.1866288E-16
6453.4033,6.159346E-16,8.256287E-18,1.3303519E-16
6457.619,6.180066E-16,8.3015515E-18,1.4418907E-16
6461.8345,6.11929E-16,8.261608E-18,1.4330291E-16
6466.0503,6.1200666E-16,8.273705E-18,1.4907258E-16
6470.2656,5.968906E-16,8.2085806E-18,1.521005E-16
6474.481,6.1546774E-16,8.1763205E-18,1.2376701E-16
6478.697,6.3308105E-16,8.194523E-18,1.0994062E-16
6482.912,6.302136E-16,8.217469E-18,1.2072125E-16
6487.1274,6.1841717E-16,8.19187E-18,1.2859752E-16
6491.3433,6.1501114E-16,8.200974E-18,1.3564776E-16
6495.5586,6.147974E-16,8.213349E-18,1.4001952E-16
6499.7744,6.234712E-16,8.2301E-18,1.3587032E-16
6503.9897,6.1931253E-16,8.20867E-18,1.3699993E-16
6508.205,6.1771815E-16,8.132398E-18,1.2070609E-16
6512.421,6.160095E-16,8.08879E-18,1.1363901E-16
6516.636,6.2162414E-16,8.137359E-18,1.2035109E-16
6520.8516,6.1329066E-16,8.117233E-18,1.2713757E-16
6525.0674,6.228293E-16,8.18501E-18,1.3386583E-16
6529.2827,6.0695935E-16,8.118774E-18,1.3685039E-16
6533.4985,5.914818E-16,8.038497E-18,1.3586882E-16
6537.714,6.0306925E-16,8.115893E-18,1.4430816E-16
6541.929,5.9228096E-16,8.049405E-18,1.4071406E-16
6546.145,5.742205E-16,7.96551E-18,1.4214579E-16
6550.3604,5.734035E-16,7.98389E-18,1.4950887E-16
6554.5757,5.8769586E-16,8.030283E-18,1.4593504E-16
6558.7915,5.5671643E-16,7.894238E-18,1.4846328E-16
