WAVE,FLUX,ERR,SKYBACK
3340.365,-5.8181204E-17,1.3666742E-16,7.166312E-16
3344.4458,5.942517E-16,1.4785877E-16,7.20835E-16
3348.5266,-4.1337738E-16,1.4381982E-16,1.264172E-15
3352.6074,-1.0884033E-16,1.3871234E-16,9.738083E-16
3356.6882,-4.1568086E-17,1.3416946E-16,8.4232397E-16
3360.769,2.895571E-16,1.3407592E-16,8.2384214E-16
3364.8499,-6.928591E-17,1.3122342E-16,8.5521274E-16
3368.9307,1.4050093E-16,1.2008499E-16,4.860732E-16
3373.0115,1.09772294E-16,1.183018E-16,6.841132E-16
3377.0925,1.6383114E-16,1.1422828E-16,5.935184E-16
3381.1733,5.077431E-16,1.1525797E-16,4.7294286E-16
3385.2542,2.0322145E-17,1.0433034E-16,4.2857908E-16
3389.335,1.4021453E-16,1.042425E-16,4.4882195E-16
3393.4158,-1.5086799E-16,1.02406747E-16,6.6523104E-16
3397.4966,-1.04361606E-16,9.974329E-17,5.832691E-16
3401.5774,3.7126907E-17,9.9238876E-17,6.6920696E-16
3405.6582,-2.7438973E-16,9.8489755E-17,7.082465E-16
3409.739,7.272776E-17,9.4760845E-17,4.0435947E-16
3413.8198,-1.5542958E-16,9.687762E-17,7.234412E-16
3417.901,3.7048975E-16,9.8900546E-17,5.077035E-16
3421.9817,-1.7323755E-16,9.5299194E-17,7.0797984E-16
3426.0625,-4.8200694E-17,9.4198144E-17,6.7315286E-16
3430.1433,8.832461E-17,9.283017E-17,5.5552613E-16
3434.224,2.1163303E-16,9.500145E-17,6.598979E-16
3438.305,2.5329197E-16,9.5522235E-17,7.369364E-16
3442.3857,2.5615989E-17,9.107673E-17,7.3075724E-16
3446.4666,1.8820757E-16,8.96836E-17,5.3048133E-16
3450.5474,-3.987034E-17,8.521953E-17,4.862822E-16
3454.6282,1.6814532E-16,8.379108E-17,3.8279777E-16
3458.709,7.4381545E-18,8.283837E-17,5.732474E-16
3462.79,9.110662E-17,8.158774E-17,5.82473E-16
3466.8708,6.097366E-17,8.1748E-17,7.9280696E-16
3470.9517,-7.497199E-17,7.915559E-17,7.998563E-16
3475.0325,1.296788E-16,7.7919414E-17,7.2710515E-16
3479.1133,-5.4568483E-17,7.3959827E-17,6.7423833E-16
3483.194,-4.3739104E-17,7.1665744E-17,6.210224E-16
3487.275,4.4038692E-17,6.807885E-17,4.137862E-16
3491.3557,-1.5404132E-16,6.8756933E-17,6.2754103E-16
3495.4365,-8.202194E-18,6.6474974E-17,5.3870787E-16
3499.5173,2.6608788E-16,6.724007E-17,3.9972038E-16
3503.5984,7.672825E-17,6.427383E-17,4.461388E-16
3507.6792,-8.041486E-17,6.3038614E-17,5.171261E-16
3511.76,5.3103798E-17,6.187076E-17,4.372185E-16
3515.8408,2.7433274E-16,6.355438E-17,3.6501387E-16
3519.9216,-4.5191855E-17,5.9941855E-17,4.539151E-16
3524.0024,3.8991603E-17,5.840299E-17,3.4065031E-16
3528.0833,-8.21485E-17,6.042393E-17,6.150593E-16
3532.164,-3.271282E-17,6.0297734E-17,6.5743E-16
3536.2449,1.3847222E-16,6.209159E-17,7.1513E-16
3540.3257,-7.518787E-17,6.184101E-17,9.066507E-16
3544.4067,1.0659096E-16,6.0252656E-17,6.980923E-16
3548.4875,1.1330637E-16,5.967438E-17,6.778134E-16
3552.5684,1.0209106E-16,5.800791E-17,5.879688E-16
3556.6492,-6.3326744E-17,5.5181318E-17,4.842967E-16
3560.73,1.1333814E-17,5.564361E-17,5.7551294E-16
3564.8108,3.090349E-17,5.3028974E-17,3.8728117E-16
3568.8916,7.928614E-17,5.256773E-17,3.101439E-16
3572.9724,3.6143587E-17,5.0930003E-17,2.8213016E-16
3577.0532,2.1733727E-16,5.2742717E-17,2.7931983E-16
3581.134,-3.6303478E-17,5.0073623E-17,3.4148827E-16
3585.2148,2.6862716E-16,5.2975714E-17,3.0060943E-16
3589.296,-3.4494186E-18,4.9275447E-17,3.640006E-16
3593.3767,-3.7019032E-17,4.7553882E-17,2.7828124E-16
3597.4575,-7.2966436E-17,4.7510932E-17,3.3625607E-16
3601.5383,8.762631E-17,4.678721E-17,2.3522322E-16
3605.6191,4.564252E-17,4.770432E-17,4.20874E-16
3609.7,-1.249289E-17,4.6612078E-17,4.2588666E-16
3613.7808,-1.052763E-17,4.571503E-17,3.9282855E-16
3617.8616,6.4461384E-19,4.610764E-17,4.71872E-16
3621.9424,3.2685209E-18,4.621422E-17,5.073141E-16
3626.0232,-4.1689413E-17,4.5842422E-17,5.187315E-16
3630.1042,5.8534794E-17,4.6503773E-17,5.435075E-16
3634.185,1.10286754E-16,4.6496868E-17,5.018931E-16
3638.2659,3.0074957E-17,4.5080397E-17,5.0345563E-16
3642.3467,-8.346403E-18,4.4506565E-17,4.825028E-16
3646.4275,8.985382E-19,4.4094745E-17,4.579573E-16
3650.5083,-5.4029118E-17,4.4307992E-17,4.874873E-16
3654.589,1.4922636E-17,4.3697785E-17,4.3956709E-16
3658.67,-1.4298814E-17,4.2873347E-17,3.7618125E-16
3662.7507,-3.3994787E-17,4.3532468E-17,4.4010696E-16
3666.8315,3.87958E-17,4.2907582E-17,3.6231908E-16
3670.9124,-1.00940645E-16,4.372021E-17,4.692513E-16
3674.9934,1.6169279E-16,4.299787E-17,2.5581848E-16
3679.0742,-4.945968E-17,4.2518026E-17,3.8334215E-16
3683.155,1.5425132E-17,4.2225552E-17,3.6520805E-16
3687.2358,5.071153E-17,4.2797964E-17,3.927321E-16
3691.3167,-7.1545564E-18,4.2203592E-17,3.9843278E-16
3695.3975,1.4134214E-16,4.3264643E-17,3.7155865E-16
3699.4783,1.2296613E-16,4.3184436E-17,4.1798146E-16
3703.559,-9.7755795E-17,4.3054347E-17,5.395005E-16
3707.64,1.0158649E-16,4.208087E-17,3.8360325E-16
3711.7207,5.658758E-17,4.1298014E-17,4.0596484E-16
3715.8018,-3.2535326E-17,3.992301E-17,3.721518E-16
3719.8826,5.444456E-17,4.0125516E-17,3.5170978E-16
3723.9634,9.038474E-17,4.019419E-17,3.7620852E-16
3728.0442,-7.7543597E-17,4.0585693E-17,5.3869183E-16
3732.125,5.29409E-18,3.9874665E-17,5.2781895E-16
3736.2058,6.0705433E-18,3.936961E-17,5.3432315E-16
3740.2866,6.610059E-17,3.9247354E-17,5.0525277E-16
3744.3674,2.8853238E-17,3.7937818E-17,4.790406E-16
3748.4482,4.9854767E-18,3.6600658E-17,4.329663E-16
3752.529,7.656369E-17,3.6165905E-17,3.5553075E-16
3756.6099,5.2213503E-17,3.5494697E-17,3.6622208E-16
3760.691,4.5436034E-18,3.413553E-17,3.3877305E-16
3764.7717,9.634763E-17,3.50884E-17,3.4987016E-16
3768.8525,6.002594E-17,3.4561075E-17,3.783625E-16
3772.9333,1.742049E-16,3.6008985E-17,4.0635117E-16
3777.0142,5.933497E-17,3.4046278E-17,4.0274466E-16
3781.095,7.253516E-17,3.352244E-17,3.7887307E-16
3785.1758,4.3885353E-17,3.3351396E-17,4.1225938E-16
3789.2566,6.3334354E-17,3.3706333E-17,4.4160695E-16
3793.3374,9.250581E-17,3.3094126E-17,3.6966982E-16
3797.4182,7.170066E-17,3.2587075E-17,3.751714E-16
3801.4993,6.02306E-17,3.1328116E-17,2.9129418E-16
3805.58,-2.686199E-17,3.108875E-17,3.5697883E-16
3809.661,1.7051308E-17,3.129368E-17,3.8499945E-16
3813.7417,-4.14324E-17,3.1663706E-17,4.4300924E-16
3817.8225,-2.7514982E-17,3.1416283E-17,4.3503538E-16
3821.9033,3.319563E-17,3.1071716E-17,3.8387393E-16
3825.9841,3.8910328E-19,3.10124E-17,4.2468808E-16
3830.065,-1.2502599E-17,3.1139E-17,4.4876557E-16
3834.1458,-2.9975553E-17,3.1278717E-17,4.7345494E-16
3838.2266,1.1836491E-16,3.174239E-17,3.9380986E-16
3842.3074,1.1512391E-16,3.1722294E-17,4.0873503E-16
3846.3884,1.3658426E-18,3.0118635E-17,3.9636147E-16
3850.4692,1.2832176E-17,3.005568E-17,3.9685487E-16
3854.55,3.6088424E-17,2.9474464E-17,3.2533201E-16
3858.6309,5.5073636E-17,2.9614684E-17,3.2583311E-16
3862.7117,-1.5636784E-17,2.9049703E-17,3.3370628E-16
3866.7925,3.7860017E-17,2.8751064E-17,2.7938476E-16
3870.8733,3.8430566E-17,2.8671883E-17,2.7700963E-16
3874.954,4.387499E-17,2.8950627E-17,2.9702216E-16
3879.035,-2.7545258E-17,2.844063E-17,3.0591532E-16
3883.1157,2.275497E-18,2.8249495E-17,2.9453713E-16
3887.1968,-4.871258E-17,2.8355113E-17,3.0837436E-16
3891.2776,7.546054E-17,2.8480275E-17,2.4174826E-16
3895.3584,4.1318777E-17,2.8523626E-17,2.9090304E-16
3899.4392,1.3501711E-17,2.8827635E-17,3.4971338E-16
3903.52,9.431896E-17,2.9761456E-17,3.5031684E-16
3907.6008,5.4048947E-17,2.969234E-17,3.9553937E-16
3911.6816,1.2264277E-17,2.9840094E-17,4.539872E-16
3915.7625,5.7251665E-17,2.9584277E-17,3.8357757E-16
3919.8433,1.330546E-17,2.89942E-17,3.8922977E-16
3923.924,8.4764784E-17,2.858137E-17,2.76932E-16
3928.0051,2.1310504E-17,2.802339E-17,2.9210672E-16
3932.086,3.6893427E-17,2.7508977E-17,2.3936098E-16
3936.1667,1.0150596E-17,2.7589767E-17,2.7455864E-16
3940.2476,2.7705179E-17,2.821224E-17,3.1242802E-16
3944.3284,6.4109965E-17,2.8516724E-17,3.062006E-16
3948.4092,4.7021317E-17,2.852572E-17,3.3148388E-16
3952.49,-4.4367298E-17,2.869638E-17,3.9358776E-16
3956.5708,3.1207784E-17,2.7886968E-17,3.0432896E-16
3960.6516,-1.5446936E-17,2.7749893E-17,3.2524977E-16
3964.7324,2.5236012E-17,2.7380802E-17,2.7920241E-16
3968.8132,3.5839744E-17,2.6895334E-17,2.432534E-16
3972.8943,1.2594251E-16,2.803193E-17,2.4781455E-16
3976.975,-3.210035E-17,2.7723547E-17,3.5680585E-16
3981.056,7.6100305E-17,2.8249796E-17,3.371161E-16
3985.1367,9.901078E-18,2.7785698E-17,3.8096757E-16
3989.2175,9.02032E-17,2.8724505E-17,3.915546E-16
3993.2983,2.9694858E-17,2.7607469E-17,3.5504416E-16
3997.3792,9.111118E-17,2.7643147E-17,3.1521677E-16
4001.46,8.934946E-17,2.772826E-17,3.373725E-16
4005.5408,5.4067245E-17,2.7944153E-17,4.0286052E-16
4009.6216,5.3860734E-17,2.8186136E-17,4.3615066E-16
4013.7026,6.155924E-17,2.7804737E-17,4.0556626E-16
4017.7834,7.3821436E-17,2.7725792E-17,3.95822E-16
4021.8643,5.677893E-17,2.7422387E-17,3.9666145E-16
4025.945,9.1607725E-17,2.7244676E-17,3.5501787E-16
4030.026,7.176476E-17,2.7110318E-17,3.7576692E-16
4034.1067,4.9686437E-17,2.6774101E-17,3.8277406E-16
4038.1875,9.798813E-17,2.6968467E-17,3.5914644E-16
4042.2683,5.1354552E-17,2.6648007E-17,3.9046543E-16
4046.349,9.835489E-17,2.72352E-17,4.0061482E-16
4050.43,8.2071305E-17,2.7192955E-17,4.1943928E-16
4054.5107,1.0108387E-16,2.736678E-17,4.235983E-16
4058.5918,9.5777986E-17,2.686703E-17,3.9159855E-16
4062.6726,3.497321E-17,2.666965E-17,4.3803089E-16
4066.7534,3.121366E-17,2.6437774E-17,4.2169024E-16
